RGID,RGSM,RGLB,Lane,Read1File,Read2File
1_control_rbcLa_2019_minq7,1_control_rbcLa_2019_minq7,RGLB,1,1_control_rbcLa_2019_minq7_R1_001.fastq,1_control_rbcLa_2019_minq7_R2_001.fastq
